OBJECTID,NYCEM_ID,FACILITY_NAME,ADDRESS,BOROUGH,ZIP_CODE,PHONE,HANDICAP_ACCESS,EXTENDED_HOURS,STATUS,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,X,Y,FACILITY_TYPE,Entrance_info
314,CC135,Eileen Dugan Amico NSC,378 Court St,Brooklyn,11231,(718) 596-1956,Yes,No,OPEN,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,,,985169.000119,187533.999982,Senior center,
316,CC147,Sunset Park Corps Community Center,520 50 St,Brooklyn,11220,(718) 438-1358,No,Hours may be extended during a heat emergency.,OPEN,9a-5p,9a-5p,9a-5p,9a-5p,9a-5p,,,981501.379805,174128.572137,Community center,
318,CC487,United Neighborhood NSC,475 53 St,Brooklyn,11220,(718) 439-8647,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,980880.999836,173809.999871,Senior center,
319,CC369,Parkslope NSC,463A 7 St,Brooklyn,11215,(718) 832-3726,Yes,Hours may be extended during a heat emergency.,OPEN,9a-5p,9a-5p,9a-5p,9a-5p,9a-5p,,,989525.999935,182833.999867,Senior center,Basement - Entrance on 7th Street
321,CC371,Brooklyn Central Library,10 Grand Army Plz,Brooklyn,11238,(718) 230-2100,Yes,No,OPEN,9a-9p,9a-9p,9a-9p,9a-9p,9a-6p,9a-6p,1p-5p,993072.058083,184261.856001,Library,Entrance from street level at Eastern Parkway side of building
322,CC138,Ft Greene Grant Square NSC,19 Grant Sq,Brooklyn,11216,(718) 363-3133,Yes,Hours may be extended during a heat emergency.,OPEN,9a-5p,9a-5p,9a-5p,9a-5p,9a-5p,,,997471.39743,185830.695318,Senior center,
323,CC145,Fort Greene Albany NSC,196 Albany Av,Brooklyn,11213,(718) 773-2600,Yes,Hours may be extended during a heat emergency.,OPEN,9a-5p,9a-5p,9a-5p,9a-5p,9a-5p,,,1001094.00009,184836.000128,Senior center,
324,CC141,CCNS Saint Louis NSC,230 Kingston Av,Brooklyn,11213,(718) 771-7945,Yes,No,OPEN,9a-5p,9a-5p,9a-5p,9a-5p,9a-5p,,,1000249.7941,183947.404137,Senior center,
325,CC142,H Gilroy NSC,447 Kingsborough 4 Walk,Brooklyn,11233,(718) 756-8400,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1005164.46866,185243.652528,Senior center,
328,CC442,Shalom NSC,483 Albany Av,Brooklyn,11203,(718) 774-9213,Yes,Hours may be extended during a heat emergency.,OPEN,9a-5p,9a-5p,9a-5p,9a-5p,9a-5p,,,1000951.28811,180970.49572,Senior center,
329,CC618,Saratoga Village Community Center,940 Hancock Street,Brooklyn,11233,(347) 915-0862,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,10a-5p,,1007221.92452,189269.314096,Cornerstone Program,
331,CC431,Stuyvesant Gardens,214 Stuyvesant Av,Brooklyn,11221,(718) 226-0481,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,10a-5p,,1002775.12697,189874.191855,Cornerstone Program,
332,CC600,Ft Stuyvesant Heights NSC,562-574 Madison St.,Brooklyn,11221,(718) 230-0824,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1002181.26334,189296.537795,Senior center,
335,CC266,Bedford Temple Corps Comm Center,601 Lafayette Av,Brooklyn,11216,(718) 622-0614,Yes,Hours may be extended during a heat emergency.,OPEN,,9a-5p,9a-5p,9a-5p,9a-5p,,,997908.0,190828.0,Community center,
336,CC437,Tompkins Park NSC,550 Greene Av,Brooklyn,11216,(718) 638-3000,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,998535.999959,190060.999849,Senior center,
340,CC269,Atlantic Terminal,501 Carlton Av,Brooklyn,11238,(718) 783-7329,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,10a-5p,,992527.166667,188054.916667,Cornerstone Program,
341,CC364,Grace Agard Harewood NSC,966 Fulton St,Brooklyn,11238,(718) 638-6910,Yes,No,OPEN,9a-5p,9a-5p,9a-7p,9a-7p,9a-5p,,,994728.000029,187843.00002,Senior center,
344,CC131,Independence Towers Active Adults NSC,114 Taylor St,Brooklyn,11211,(718) 388-9242,Yes,No,OPEN,8a-4:30p,8a-4:30p,8a-4:30p,8a-4:30p,8a-4:30p,,,994402.767084,196289.762326,Senior center,
345,CC522,Independence Towers,114 Taylor St,Brooklyn,11211,(718) 408-6374,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,10a-5p,,994420.783891,196270.525158,Cornerstone Program,
347,CC365,Williamsburg Satmar NSC,125 Heyward St,Brooklyn,11206,(718) 625-1608,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,,,9a-5p,996300.999836,194933.999946,Senior center,
348,CC476,CCNS Northside NSC,179 North 6 St,Brooklyn,11211,(718) 387-2316,No,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,996125.999858,200442.000084,Senior center,
349,CC363,Krakus Luncheon Club NSC,176 Java St,Brooklyn,11222,(718) 383-3434,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,997135.000137,205780.999905,Senior center,
354,CC270,Williamsburg,195 Graham Av,Brooklyn,11206,(718) 387-7482,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,,,999816.19101,197653.540062,Cornerstone Program,
355,CC480,Borinquen Plz Nutrition NSC,80 Seigel St,Brooklyn,11206,(718) 782-6334,No,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,999964.361276,195742.506859,Senior center,
358,CC411,Ridgewood Bushwick NSC,319 Stanhope St,Brooklyn,11237,(718) 366-3038,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1006805.00015,195448.9999,Senior center,
361,CC478,Roundtable NSC,1175 Gates Av,Brooklyn,11221,(718) 443-1903,No,Hours may be extended during a heat emergency.,OPEN,9a-5:30p,9a-5:30p,9a-5:30p,9a-5:30p,9a-5:30p,,,1006386.00001,191323.999948,Senior center,
362,CC432,Hope Gardens,422 Central Av,Brooklyn,11221,(718) 919-1603 ext 22,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,10a-5p,,1007314.0,191761.0,Cornerstone Program,
364,CC450,Bushwick Corps Comm Center,1151 Bushwick Av,Brooklyn,11221,(718) 455-4102,Yes,Hours may be extended during a heat emergency.,OPEN,10a-4p,10a-4p,10a-4p,10a-4p,10a-4p,,,1007221.23489,190421.742339,Community center,
366,CC556,Glenmore Senior Center,1777 Pitkin Avenue,Brooklyn,11212,(718) 485-5013,Yes,Hours may be extended during a heat emergency.,OPEN,9a-5p,9a-5p,9a-5p,9a-5p,9a-5p,,,1009926.00802,183541.25928,Senior center,
369,CC428,Brownsville Corps Comm Center,280 Riverdale Av,Brooklyn,11212,(718) 345-7050,Yes,No,OPEN,8:30a-4p,8:30a-4p,8:30a-4p,8:30a-4p,8:30a-4p,,,1010274.59403,180160.970314,Community center,
372,CC407,Stone Avenue Library,581 Mother Gaston Blvd,Brooklyn,11212,(718) 485-8347,Yes,No,OPEN,10a-6p,10a-6p,1p-8p,10a-8p,10a-6p,10a-5p,,1010545.4556,181373.088419,Library,
373,CC230,Arlington Library,203 Arlington Av,Brooklyn,11207,(718) 277-6105,No,No,OPEN,10a-6p,10a-6p,1p-8p,10a-8p,10a-6p,10a-5p,,1015526.06616,187289.906609,Library,
377,CC347,Cypress Hills Fulton St NSC,3208 Fulton St,Brooklyn,11208,(718) 235-0064,Yes,Hours may be extended during a heat emergency.,OPEN,8:15a-4:15p,8:15a-4:15p,8:15a-4:15p,8:15a-4:15p,8:15a-4:15p,,,1018396.99994,187787.000132,Senior center,
380,CC055,Crown Heights Library,560 New York Av,Brooklyn,11225,(718) 773-1180,Yes,No,OPEN,10a-6p,1p-8p,10a-8p,10a-6p,10a-6p,10a-5p,,998623.0,180171.0,Library,
381,CC140,Christopher C Blenman NSC,720 East New York Av,Brooklyn,11203,(718) 773-7400,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,10a-3p,,1001343.99992,180448.000046,Senior center,
383,CC089,Remsen Neighborhood NSC,3304 Clarendon Rd,Brooklyn,11203,(718) 282-1259,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,999349.038031,173607.850997,Senior center,Entrance on New York Ave.
386,CC419,Dorchester NSC,1419 Dorchester Rd,Brooklyn,11226,(718) 941-6700,No,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,994157.999857,172235.000068,Senior center,
387,CC594,Ft Hazel Brooks NSC,961 Ocean Ave.,Brooklyn,11226,(347) 435-3287,No,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,995730.091529,172078.805827,Senior center,
390,CC151,Boro Park NSC,5602 11 Av,Brooklyn,11219,(718) 854-7430,Yes,No,OPEN,8:30a-4p,8:30a-4p,8:30a-4p,8:30a-4p,8:30a-4p,,9a-4p,983964.999902,170166.999939,Senior center,
391,CC282,Amico 59 St NSC,5901 13 Av,Brooklyn,11219,(718) 972-1558,Yes,Hours may be extended during a heat emergency.,OPEN,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,,,984841.000118,168476.00004,Senior center,
393,CC489,Bay Ridge NSC,6935 4 Av,Brooklyn,11209,(718) 748-0650,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,977734.20298,170179.810609,Senior center,
395,CC276,Bay Ridge Corps Comm Center,252 86 St,Brooklyn,11209,(718) 238-2991,Yes,No,OPEN,8:30a-4p,8:30a-4p,8:30a-4p,8:30a-4p,8:30a-4p,,,975310.0,166361.0,Community center,
396,CC486,Fort Hamilton Library,9424 4 Av,Brooklyn,11209,(718) 748-6919,Yes,No,OPEN,10a-6p,1p-8p,10a-8p,10a-6p,10a-6p,10a-5p,,975550.556582,163831.213859,Library,
397,CC547,Bensonhurst Corps Community Center,7307 18 Av,Brooklyn,11204,(718) 975-4653,Yes,Hours may be extended during a heat emergency.,OPEN,9a-4p,9a-4p,9a-4p,9a-4p,9a-4p,,,985667.0,162996.0,Community center,
398,CC149,CCNS Moose Lodge NSC,77-11 18 Av,Brooklyn,11214,(718) 621-1081,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,985026.352898,162198.213061,Senior center,
399,CC153,Bensonhurst NSC,7802 Bay Pkwy,Brooklyn,11214,(718) 331-6800,Yes,No,OPEN,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,,,987099.999865,160188.999882,Senior center,
400,CC280,Homecrest Bensonhurst NSC,7907 New Utrecht Av,Brooklyn,11214,(718) 621-7960,Yes,No,OPEN,7:30a-2:30p,7:30a-2:30p,7:30a-2:30p,7:30a-2:30p,7:30a-2:30p,,,984060.00004,162317.999889,Senior center,
404,CC150,Brookdale NSC,817 Av H,Brooklyn,11230,(718) 434-8670,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,993032.000141,168632.000056,Senior center,
405,CC418,Sr Citizens League of Flatbush NSC,870 Ocean Pkwy,Brooklyn,11230,(718) 438-7771,Yes,Hours may be extended during a heat emergency.,OPEN,8:30a-4p,8:30a-4p,8:30a-4p,8:30a-4p,8:30a-4p,,,992653.096995,166144.831779,Senior center,
407,CC544,House of Jacob,6222 23 Av,Brooklyn,11204,(718) 259-0100,Yes,No,OPEN,9a-4p,9a-4p,9a-4p,9a-4p,9a-4p,,,990328.0,162950.0,Senior center,
409,CC374,Council Center for Senior Citizens NSC,1001 Quentin Rd,Brooklyn,11223,(718) 627-7680,Yes,Hours may be extended during a heat emergency.,OPEN,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,,,994573.000011,160798.999974,Senior center,
410,CC376,Sephardic Multi Service NSC,485 Kings Hwy,Brooklyn,11223,(718) 336-1300,Yes,No,OPEN,9a-5p,9a-5p,9a-5p,9a-5p ,,,,992152.99993,159511.999924,Senior center,
411,CC154,Ocean Parkway NSC,1960 E 7 St,Brooklyn,11223,(347)962-3631 X2860,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,993911.471807,158910.699945,Senior center,
413,CC161,Young Israel Sr Services NBH Sr Ctr,1694 Ocean Av,Brooklyn,11230,(718) 253-7800,Yes,No,OPEN,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,,8:30a-4:30p,996509.000076,165377.000005,Senior center,In basement. Entrance thru driveway.
418,CC156,JCCGCI ISC,3001 W 37 St ,Brooklyn,11224,(718) 449-5000 ext. 2350,Yes,Hours may be extended during a heat emergency.,OPEN,8:30a-4:30p,8:30a-4:30p,8:30a-7p,8:30a-4:30p,8:30a-4p,,,983652.99987,147949.000084,Senior center,Enter on second (2nd floor)
420,CC159,JASA Luna Park NSC,2880 W 12 St,Brooklyn,11224,(718) 996-6666,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,989718.999877,149635.999991,Senior center,
421,CC283,Jay-Harama NSC,2600 Ocean Av,Brooklyn,11229,(718) 891-1110,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,997723.999943,157119.000116,Senior center,
423,CC449,Kings Bay Library,3650 Nostrand Av,Brooklyn,11229,(718) 368-1709,Yes,No,OPEN,10a-6p,10a-8p,10a-6p,1p-8p,10a-6p,10a-5p,,1000589.96066,156006.678467,Library,
426,CC284,Midwood Senior League NSC,1625 Ocean Avenue,Brooklyn,11230,(718) 253-0508,Yes,Hours may be extended during a heat emergency.,OPEN,9a-4p,9a-4p,9a-4p,9a-4p,9a-4p,,,996639.000144,166009.000053,Senior center,
429,CC595,Midwood NSC,2164 Ralph Av,Brooklyn,11234,(718) 253-5557,No,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1006975.65664,166783.488661,Senior center,
432,CC087,Abe Stark NSC,10315 Farragut Rd,Brooklyn,11236,(718) 272-9515,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1012165.99993,176109.999864,Senior center,
435,CC088,JASA HES NSC,9502 Seaview Av,Brooklyn,11236,(718) 251-3700,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1014575.00003,169767.000083,Senior center,
437,CC537,Mill Basin Senior Center,2075 E 68 St,Brooklyn,11234,(718) 444-3850,Yes,No,OPEN,8:30a-3:30p,8:30a-3:30p,8:30a-3:30p,8:30a-3:30p,8:30a-3:30p,,,1009338.0,164760.0,Senior center,
438,CC285,Marine Park Active Adults NSC,3000 Fillmore Av,Brooklyn,11234,(718) 336-0275,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1001616.88356,160742.998118,Senior center,
440,CC155,JASA Senior Alliance NSC,161 Corbin Pl,Brooklyn,11235,(718) 646-4100,Yes,No,OPEN,9a-4p,9a-4p,9a-4p,9a-4p,9a-4p,,,997074.252227,149748.828177,Senior center,
442,CC617,Taylor-Wythe Community Center,80 Clymer St.,Brooklyn,11211,(718) 782-5553,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,10a-5p,,993775.067552,196092.774203,Cornerstone Program,
443,CC015,Marcus Garvey,20 Amboy St,Brooklyn,11212,(718) 649-3972,No,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,1007833.64519,183359.214524,Cornerstone Program,
445,CC623,Ingersoll  Community Center,177 Myrtle Av,Brooklyn,11201,(718) 522-5051,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,989234.801698,192039.696023,Cornerstone Program,
446,CC137,Saint Gabriels NSC,331 Hawthorne St,Brooklyn,11225,(718) 773-4049,Yes,No,OPEN,9a-5p,9a-5p,9a-5p,9a-5p,9a-5p,,,998394.591778,179053.980196,Senior center,
447,CC477,Los Sures David Santiago NSC,201 South 4 St,Brooklyn,11211,(718) 384-2314,Yes,Hours may be extended during a heat emergency.,OPEN,9a-4p,9a-4p,9a-4p,9a-4p,9a-4p,,,995333.000132,198343.000017,Senior center,
448,CC424,Breukelen,715 E 105 St,Brooklyn,11236,(718) 257-0159,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,1013266.6149,175683.428546,Cornerstone Program,
449,CC379,JASA Sheuer House of Coney Isl NSC,3601 Surf Av,Brooklyn,11224,(718) 373-3954,Yes,No,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,,,983612.605594,148275.625415,Senior center,Main entrance on W 37 St
450,CC492,O'Dwyer,2945 W 33 St,Brooklyn,11224,(718) 310-5677,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,10a-5p,,984594.514624,148310.436186,Cornerstone Program,
451,CC628,Carey Garden Community Center,2315 Surf Avenue,Brooklyn,11224,(718) 758-5068,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,987002.998419,148552.735425,Cornerstone Program,
452,CC016,Lafayette,442 Dekalb Av,Brooklyn,11238,(347) 384-8880,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,10a-5p,,995406.84985,190646.029115,Cornerstone Program,
453,CC378,Haber House NSC,3024 W 24 St,Brooklyn,11224,(718) 372-5775,Yes,Hours may be extended during a heat emergency.,OPEN,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,,,986779.740335,148066.422421,Senior center,
454,CC375,Marlboro NSC,2298 W 8 St,Brooklyn,11223,(718) 373-6161,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,990156.282139,154901.697136,Senior center,
455,CC627,Marlboro Community Center,2298 West 8th St.,Brooklyn,11223,(718) 333-0575,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,990154.869084,154904.696146,Cornerstone Program,
456,CC490,Shore Hill NSC,9000 Shore Rd,Brooklyn,11209,(718) 630-7588,Yes,Hours may be extended during a heat emergency.,OPEN,9a-5p,9a-5p,9a-5p,9a-5p,9a-5p,,,973177.375808,165863.074492,Senior center,Entrance on 91st Street side of the building.
457,CC187,Penn Wortman NSC,895 Pennsylvania Av,Brooklyn,11207,(347) 318-3770,Yes,No,OPEN,7a-3p,7a-3p,7a-3p,7a-3p,7a-3p,,,1015348.37217,178293.994184,Senior center,
458,CC345,Penn-Wortman,895 Pennsylvania Av,Brooklyn,11207,(718) 649-1371,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,10a-5p,,1015265.54755,178452.838159,Cornerstone Program,
459,CC021,Tompkins,736 Park Av,Brooklyn,11206,(718) 420-1966,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,999229.62954,193463.533921,Cornerstone Program,
460,CC346,Boulevard,726 Stanley Av,Brooklyn,11207,(718) 272-0050,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,1017114.76255,179728.998912,Cornerstone Program,
461,CC488,Sunset Park NSC,4520 Fourth Av,Brooklyn,11220,(718) 210-1050,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,981370.999841,175806.000144,Senior center,
462,CC017,Kingsborough,129 Kings 1st Walk,Brooklyn,11233,(718) 859-3800,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,1004514.69074,185387.386714,Cornerstone Program,
463,CC626,Albany Community Center,164 Troy Avenue,Brooklyn,11213,(718) 226-0482,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,1001792.50755,184815.27412,Cornerstone Program,
464,CC619,Sumner Community Center,862 Park Ave.,Brooklyn,11206,(718) 919-3938,No,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,1000732.00967,193638.519597,Cornerstone Program,
465,CC008,Brevoort,280 Ralph Av,Brooklyn,11233,(718) 493-3917,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,10a-5p,,1005501.73088,186994.425854,Cornerstone Program,
466,CC320,Brownsville Houses Senior Center,528 Mother Gaston Blvd,Brooklyn,11212,(718) 345-3221 ,Yes,Hours may be extended during a heat emergency.,OPEN,9a-5p,9a-5p,9a-5p,9a-5p,9a-5p,,,1010256.44796,181884.97715,Community center,
468,CC484,Farragut NSC,228 York St,Brooklyn,11217,(718) 422-1069,No,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,989345.122344,194565.966889,Senior center,
469,CC622,Farragut Community Center,228 York St.,Brooklyn,11201,(347) 529-6216,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,989336.511469,194559.93278,Cornerstone Program,
470,CC144,Tilden NSC,630 Mother Gaston Blvd,Brooklyn,11212,(718) 498-2990,Yes,No,OPEN,9a-5p,9a-5p,9a-5p,9a-5p,9a-5p,,,1010386.94804,180997.56358,Senior center,
471,CC439,Tilden,630 Mother Gaston Blvd,Brooklyn,11212,(718) 485-4970,Yes,Hours may be extended during a heat emergency.,OPEN,6p-10p,6p-10p,6p-10p,6p-10p,6p-10p,10a-5p,,1010370.85465,180988.711965,Cornerstone Program,
472,CC380,JASA ShoreFront NSC,3300 Coney Island Av,Brooklyn,11235,(718) 646-1444 X312,Yes,No,OPEN,9a-4p,9a-5p,9a-5p,9a-5p,9a-5p,,,995367.255969,148989.970443,Senior center,
473,CC158,JASA Manhattan Beach NSC,60 West End Av,Brooklyn,11235,(718) 646-1118,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,997067.653815,150661.131142,Senior center,
474,CC632,Pink Houses Community Center,2702 Linden Blvd.,Brooklyn,11208,(718) 226-0483,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,1021821.22209,182953.063606,Cornerstone Program,
475,CC642,Ft. Greene Teresa Moore NSC,2702 Linden Blvd,Brooklyn,11208,(347) 663-7770,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1021821.22209,182953.063606,Senior center,
476,CC440,Seth Low,137 Belmont Av,Brooklyn,11212,(718) 495-8301,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,1010462.10833,183194.774863,Cornerstone Program,
479,CC143,Van Dyke NSC,430 Dumont Av,Brooklyn,11212,(718) 385-1110,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4:30p,8a-4:30p,8a-4:30p,8a-4:30p,8a-4:30p,,,1011141.97343,181469.107256,Senior center,
480,CC146,Rosetta Gaston NSC,460 Dumont Av,Brooklyn,11212,(718) 345-5665,Yes,Hours may be extended during a heat emergency.,OPEN,9a-5p,9a-5p,9a-5p,9a-5p,9a-5p,,,1011380.07827,181559.777678,Senior center,
481,CC279,Boro Park YM-YWHA NSC,4912 14 Av,Brooklyn,11219,(718) 435-3804,Yes,No,OPEN,9a-4p,9a-4p,9a-4p,9a-4p,9a-4p,,,986871.999993,170071.000131,Senior center,
482,CC427,Glenwood,5816 Farragut Rd,Brooklyn,11234,(347) 492-4813,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,1006309.95176,171170.15918,Cornerstone Program,
483,CC090,CCNS Glenwood NSC,5701 Avenue H,Brooklyn,11234,(718) 241-7711,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,1005985.62253,170149.245053,Senior center,
485,CC271,Cooper Park,76 Kingsland Av,Brooklyn,11211,(929) 266-0817,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,1000868.95086,200972.012578,Cornerstone Program,
486,CC438,CCNS Pete McGuinness NSC,715 Leonard St,Brooklyn,11222,(718) 383-1940,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,997277.162582,204855.642504,Senior center,
487,CC132,Willoughby NSC,105 North Portland Av,Brooklyn,11205,(718) 875-1011,Yes,No,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,990941.058128,192461.088225,Senior center,
488,CC011,Wyckoff Gardens,280 Wyckoff St,Brooklyn,11217,(718) 312-2570,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,988798.101416,188073.43761,Cornerstone Program,
489,CC482,Wyckoff Gardens NSC,280 Wyckoff St,Brooklyn,11217,(718) 237-1802,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,988822.057445,188088.134044,Senior center,
490,CC560,Raices Gowanus NSC,420 Baltic St,Brooklyn,11201,(718) 797-2472,Yes,Hours may be extended during a heat emergency.,OPEN,10a-2p,10a-2p,10a-2p,10a-2p,10a-2p,,,987320.0,188075.0,Senior center,
491,CC344,Unity Plaza,576 Blake Av,Brooklyn,11207,(347) 425-9349,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,1012617.54475,182302.633758,Cornerstone Program,
492,CC633,Cypress Community Center,475 Fountain Ave.,Brooklyn,11208,(718) 226-0484,Yes,Hours may be extended during a heat emergency.,OPEN,10a-6p,10a-6p,10a-6p,10a-6p,10a-6p,10a-5p,,1019609.74095,182828.432949,Cornerstone Program,
493,CC148,BCA 6 Avenue NSC,545 60 St,Brooklyn,11220,(718) 567-9311,No,No,OPEN,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,8:30a-4:30p,,,980065.937162,172198.697975,Senior center,
494,CC370,Prospect Hill NSC,283 Prospect Av,Brooklyn,11215,(718) 499-9574,Yes,Hours may be extended during a heat emergency.,OPEN,8a-4p,8a-4p,8a-4p,8a-4p,8a-4p,,,987365.99999,181020.999884,Senior center,
